RefID,Title,Author,MedlineID,Journal,DateEntered,InternalAnno,AnnoCode,CometSubtypes,IncludeNS3Pos36_175,IncludeNS5APos26_93,Includes S282,Includes S282 + 4 other RAS positions,Includes S282 + 5 other RAS positions,Includes S282 + all positions
65,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Bihl,F., Brander,C., Cerny,A., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (31-OCT-2007) Broad Institute of MIT and,2026-02-15,,,1a,1,1,1,1,1,1
66,Direct Submission,"Ruiz-Higareda,A.F., Galan-Huerta,K.A., Garza-Cabello,J.C. and Rivas-Estilla,A.M.",,Submitted (22-NOV-2023) Bioquimica y Medicina Mole,2026-02-15,,,1a,1,1,1,1,1,1
67,Direct Submission,"Christensen,K.T.",,Submitted (26-AUG-2023) Department of Microbiology,2026-02-15,,,1a; 1b; 1c; 2a; 2c; 2i; 3a; 4a; 4c; 4d; 4k; 4q; 4r; 4v,223,224,224,224,224,224
68,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (07-AUG-2008) Broad Institute of MIT and,2026-02-15,,,1a; 1b,9,9,9,9,9,9
69,Advanced molecular surveillance approaches for characterization of blood borne hepatitis viruses,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O. and Cloherty,G.A.",32678844,"PLoS ONE 15 (7), e0236046 (2020)",2026-02-15,,,1a; 1b; 2c; 3a,87,86,89,89,89,89
70,Broadly neutralizing antibodies with few somatic mutations and hepatitis C virus clearance,"Bailey,J.R., Flyak,A.I., Cohen,V.J., Li,H., Wasilewski,L.N., Snider,A.E., Wang,S., Learn,G.H., Kose,N., Loerinc,L., Lampley,R., Cox,A.L., Pfaff,J.M., Doranz,B.J., Shaw,G.M., Ray,S.C. and Crowe,J.E. Jr.",28469084,JCI Insight 2 (9) (2017) In press,2026-02-15,,,1a,360,200,200,200,200,200
71,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Daar,E.S., Donfield,S.M., Gomperts,E.D., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (30-JUN-2008) Broad Institute of MIT and,2026-02-15,,,1a,5,4,4,3,3,3
72,Assessing HCV Distribution among Vulnerable Populations in London Using Whole Genome Sequencing: results from the TB-REACH Study,"Aisyah,D.N., Shallcross,L., Kozlakidis,Z., Kremyda-Vlachou,M., Hayward,A. and Story,A.",,Unpublished,2026-02-15,,,1a; 1b; 2b; 3a; 4d,71,71,71,71,71,71
73,Direct Submission,"Wang,S., Zahid,M.N. and Shaw,G.M.",,"Submitted (01-NOV-2021) Dept. Medicine, Perelman S",2026-02-15,,,1a; 1b,266,157,157,157,157,157
74,Genetic organization and diversity of the hepatitis C virus,"Choo,Q.-L., Richman,K., Han,J.H., Berger,K., Lee,C., Dong,C., Gallegos,C., Coit,D., Medina-Selby,A., Barr,P.J., Weiner,A., Bradley,D.W., Kuo,G. and Houghton,M.",1848704,"Proc. Natl. Acad. Sci. U.S.A. 88 (6), 2451-2455 (1",2026-02-15,,,1a,1,1,1,1,1,1
75,The nucleotide sequence of the Hepatitis C viral genome,"Choo,Q.-L., Richman,K. and Han,J.",,Unpublished,2026-02-15,,,1a,1,1,1,1,1,1
76,Infectious cDNA clone of the hepatitis C virus genotype 1 prototype sequence,"Lanford,R.E., Lee,H., Chavez,D., Guerra,B. and Brasky,K.M.",11369872,"J. Gen. Virol. 82 (Pt 6), 1291-1297 (2001)",2026-02-15,,,1a,1,1,1,1,1,1
77,Direct Submission,"Wang,S., Zahid,M.N. and Shaw,G.M.",,"Submitted (07-JUL-2021) Dept.Medicine, Perelman Sc",2026-02-15,,,1a; 1b,98,103,103,103,103,103
78,Analysis of hepatitis C virus resistance to silibinin in vitro and in vivo points to a novel mechanism involving nonstructural protein 4B,"Esser-Nobis,K., Romero-Brey,I., Ganten,T.M., Gouttenoire,J., Harak,C., Klein,R., Schemmer,P., Binder,M., Schnitzler,P., Moradpour,D., Bartenschlager,R., Polyak,S.J., Stremmel,W., Penin,F., Eisenbach,C. and Lohmann,V.",23322644,Hepatology (2013) In press,2026-02-15,,,1a,5,5,5,5,5,5
79,Loss of immune escape mutations during persistent HCV infection in pregnancy enhances replication of vertically transmitted viruses,"Honegger,J.R., Kim,S., Price,A.A., Kohout,J.A., McKnight,K.L., Prasad,M.R., Lemon,S.M., Grakoui,A. and Walker,C.M.",24162814,Nat. Med. (2013) In press,2026-02-15,,,1a; 2b,298,189,162,162,105,105
80,Direct Submission,"Sazzad,H. and Rodrigo,C.",,"Submitted (13-MAR-2025) SBMS, UNSW, Gate 2, High S",2026-02-15,,,1a; 3a,182,182,182,182,182,182
81,Broadly Neutralizing Antibody Mediated Clearance of Human Hepatitis C Virus Infection,"Kinchen,V.J., Zahid,M.N., Flyak,A.I., Soliman,M.G., Learn,G.H., Wang,S., Davidson,E., Doranz,B.J., Ray,S.C., Cox,A.L., Crowe,J.E. Jr., Bjorkman,P.J., Shaw,G.M. and Bailey,J.R.",30439341,"Cell Host Microbe 24 (5), 717-730 (2018)",2026-02-15,,,1a,521,22,22,22,22,22
82,Selection-driven immune escape is not a significant factor in the failure of CD4 T cell responses in persistent hepatitis C virus infection,"Fuller,M.J., Shoukry,N.H., Gushima,T., Bowen,D.G., Callendret,B., Campbell,K.J., Hasselschwert,D.L., Hughes,A.L. and Walker,C.M.",19918975,"Hepatology 51 (2), 378-387 (2010)",2026-02-15,,,1a,114,73,59,59,58,58
83,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Schulze zur Wiesch,J., Kim,A., Lauer,G., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (30-JUN-2008) Broad Institute of MIT and,2026-02-15,,,1a,4,4,4,4,4,4
84,Prospective characterization of full-length hepatitis C virus NS5A quasispecies during induction and combination antiviral therapy,"Nousbaum,J., Polyak,S.J., Ray,S.C., Sullivan,D.G., Larson,A.M., Carithers,R.L. Jr. and Gretch,D.R.",10982347,"J. Virol. 74 (19), 9028-9038 (2000)",2026-02-15,,,1a; 1b,0,171,0,0,0,0
85,Real-World Outcomes of DAA Treatment and Retreatment in UK-based Patients Infected with HCV Genotypes/Subtypes Endemic in Africa,"Aranday-Cortes,E., McClure,P., Davis,C., Irving,W.L., Adeboyejo,K., Tong,L., da Silva Filipe,A., Sreenu,V., Agarwal,K., Mutimer,D., Stone,B., Cramp,M.E., Thomson,E.C., Ball,J.K. and McLauchlan,J.",,J Infect Dis (2021) In press,2026-02-15,,,1a; 1b; 1c; 1d; 1e; 1g; 1l,76,77,77,77,77,77
86,"Phylogenetic and phylodynamic analyses of hepatitis C virus subtype 1a in Okinawa, Japan","Hoshino,K., Sugiyama,M., Date,T., Maruwaka,S., Arakaki,S., Shibata,D., Maeshiro,T., Hokama,A., Sakugawa,H., Kanto,T., Fujita,J. and Mizokami,M.",29577516,"J Viral Hepat 25 (8), 976-985 (2018)",2026-02-15,,,1a,26,26,26,26,26,26
87,The introduction of epidemic HCV subtypes 1a and 4a among highly connected PWID networks in Coastal Kenya,"Shah,R., Thomson,E. and Songok,E.",,Unpublished,2026-02-15,,,1a; 4a,37,37,37,37,37,37
88,Transplanting hepatitis C virus-infected hearts into uninfected recipients: A single-arm trial,"McLean,R.C., Reese,P.P., Acker,M., Atluri,P., Bermudez,C., Goldberg,L., Abt,P.L., Blumberg,E.A., Van Deerlin,V.M., Reddy,K.R., Bloom,R.D., Hasz,R., Suplee,L., Sicilia,A., Woodards,A., Zahid,M.N., Bar,K.J., Porrett,P., Levine,M., Hornsby,N., Gentile,C., Smith,J. and Goldberg,D.S.",30768838,Am. J. Transplant. (2019) In press,2026-02-15,,,1a,0,139,139,139,139,139
89,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (16-OCT-2008) Broad Institute of MIT and,2026-02-15,,,1a; 1b,6,6,6,6,6,6
90,Pegylated interferon and ribavirin promote early evolution of nonstructural 5A protein in individuals with hepatitis C who demonstrate a response to treatment,"Jain,M.K., Yuan,H.J., Adams-Huet,B., Reeck,A., Shelton,J., Attar,N., Zhang,S., Neumann,A.U., Carney,D.S., Gale,M. Jr. and Lee,W.M.",19673650,"J. Infect. Dis. 200 (6), 866-876 (2009)",2026-02-15,,,1a; 1b,0,643,0,0,0,0
91,Repeated exposure to heterologous hepatitis C viruses associates with enhanced neutralizing antibody breadth and potency,"Frumento,N., Figueroa,A., Wang,T., Zahid,M.N., Wang,S., Massaccesi,G., Stavrakis,G., Crowe,J.E. Jr., Flyak,A.I., Ji,H., Ray,S.C., Shaw,G.M., Cox,A.L. and Bailey,J.R.",35588376,J Clin Invest 132 (15) (2022),2026-02-15,,,1a; 1b; 2b; 3a,1149,1015,1015,1015,1015,1015
92,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (10-SEP-2008) Broad Institute of MIT and,2026-02-15,,,1a,3,3,3,3,3,3
93,Amplification and pyrosequencing of near-full-length hepatitis C virus for typing and Monitoring antiviral Resistant Strains,"Tremeaux,P., Caporossi,A., Ramiere,C., Santoni,E., Tarbouriech,N., Thelu,M.-A., Fusillier,K., Geneletti,L., Francois,O., Leroy,V., Burmeister,W., Andre,P., Morand,P. and Larrat,S.",26827671,Clin. Microbiol. Infect. (2016) In press,2026-02-15,,,1a; 1b; 3a; 4a,10,10,10,10,10,10
94,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (01-AUG-2008) Broad Institute of MIT and,2026-02-15,,,1a; 1b,2,2,2,2,2,2
95,Divergent adaptation of hepatitis C virus genotypes 1 and 3 to human leukocyte antigen-restricted immune pressure,"Rauch,A., James,I., Pfafferott,K., Nolan,D., Klenerman,P., Cheng,W., Mollison,L., McCaughan,G., Shackel,N., Jeffrey,G.P., Baker,R., Freitas,E., Humphreys,I., Furrer,H., Gunthard,H.F., Hirschel,B., Mallal,S., John,M., Lucas,M., Barnes,E. and Gaudieri,S.",19670417,"Hepatology 50 (4), 1017-1029 (2009)",2026-02-15,,,1a; 3a,0,156,1,1,1,1
96,Naturally occurring genotype 2b/1a hepatitis C virus in the United States,"Bhattacharya,D., Accola,M.A., Ansari,I.H., Striker,R. and Rehrauer,W.M.",21967740,"Virol. J. 8, 458 (2011)",2026-02-15,,,,1,1,1,1,1,1
97,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Spengler,U., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (30-JUN-2008) Broad Institute of MIT and,2026-02-15,,,1a,5,5,5,5,5,5
98,Direct Submission,"Bradshaw,D., Bibby,D.F., Manso,C.F., Piorkowska,R., Mohamed,H., Ledesma,J., Bubba,L., Chan,Y.T., Ngui,S.L., Carne,S. and Mbisa,J.L.",,Submitted (17-SEP-2025) Virus Reference Department,2026-02-15,,,1a; 1b; 1c; 1e; 1g; 1l; 2a; 2b; 2c; 2j; 3a; 3b; 3h; 4a; 4b; 4c; 4d; 4f; 4k; 4o; 4r; 4t; 4v; 5a; 6a,320,322,324,321,317,317
99,Direct Submission,"Wang,S., Zahid,M.N. and Shaw,G.M.",,"Submitted (25-JUN-2021) Dept.Medicine, Perelman Sc",2026-02-15,,,1a; 3a,64,71,71,71,71,71
100,"Sequence, expression and reconstitution of an HCV genome from a British isolate derived from a single blood donation","Kumar,U., Tuthill,T., Thomas,H.C. and Monjardino,J.",11115058,"J. Viral Hepat. 7 (6), 459-465 (2000)",2026-02-15,,,1a,1,1,1,1,1,1
101,Quasispecies of hepatitis C virus genotype 1 and treatment outcome with Peginterferon and Ribavirin,"Jardim,A.C., Yamasaki,L.H., de Queiroz,A.T., Bittar,C., Pinho,J.R., Carareto,C.M., Rahal,P. and Mello,I.M.",19063998,"Infect. Genet. Evol. 9 (4), 689-698 (2009)",2026-02-15,,,1a; 1b,0,163,0,0,0,0
102,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Schulze zur Wiesch,J., Kim,A., Lauer,G., Lui,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riley,C.A., Marion,T.N., Walker,B.D., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (11-MAY-2009) Broad Institute of MIT and,2026-02-15,,,1a,1,1,1,1,1,1
103,Direct Submission,"Wang,S., Zahid,M.N. and Shaw,G.M.",,"Submitted (03-OCT-2021) Dept.Medicine, Perelman Sc",2026-02-15,,,1a,240,227,227,227,227,227
104,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (06-FEB-2008) Broad Institute of MIT and,2026-02-15,,,1a,1,1,1,1,1,1
105,Clonal Nature of Hepatitis C Virus,"Fan,X. and Di Bisceglie,A.M.",,Unpublished,2026-02-15,,,1a,3,3,3,3,3,3
106,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Schulze zur Wiesch,J., Kim,A., Lauer,G., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (14-SEP-2007) Broad Institute of MIT and,2026-02-15,,,1a; 1b,4,4,4,4,4,4
107,"Hepatitis C virus NS5A protein inhibits interferon antiviral activity, but the effects do not correlate with clinical response","Paterson,M., Laxton,C.D., Thomas,H.C., Ackrill,A.M. and Foster,G.R.",10535883,"Gastroenterology 117 (5), 1187-1197 (1999)",2026-02-15,,,1a; 1b,0,4,0,0,0,0
108,Direct Submission,"Sazzad,H. and Rodrigo,C.",,"Submitted (24-FEB-2025) SBMS, UNSW, Gate 2, High S",2026-02-15,,,1a; 3a,101,101,101,101,101,101
109,Direct Submission,"Rodrigo,C., Riaz,N., Lloyd,A.R., Barton,K., Smith,M.A., Carswell,S., Leung,P. and Bull,R.A.",,"Submitted (16-FEB-2021) Pathology, University of N",2026-02-15,,,1a; 1b; 2a; 4a; 6l,5,5,5,5,5,5
110,Resistance Analysis in Patients with Genotype 1-6 HCV Infection Treated with Sofosbuvir/Velpatasvir in the Phase 3 Studies,"Hezode,C., Reau,N., Svarovskaia,E.S., Doehle,B.P., Shanmugam,R., Dvory-Sobol,H., Hedskog,C., McNally,J., Osinusi,A., Brainard,D.M., Miller,M.D., Mo,H., Roberts,S.K., O'Leary,J.G., Shafran,S.D. and Zeuzem,S.",29221887,J. Hepatol. (2017) In press,2026-02-15,,,1a; 1b; 1c; 1d; 1e; 1h; 2a; 2b; 2c; 2d; 2i; 2j; 2k; 2q; 3a; 3b; 3g; 3k; 4a; 4b; 4c; 4d; 4f; 4k; 4n; 4o; 4r; 4t; 4v; 5a; 6a; 6e; 6h; 6k; 6l; 6m; 6n; 6q; 6v; 6w; 7a; 7b; 8a,0,1798,1749,1718,1718,1718
111,A method for near full-length amplification and sequencing for six hepatitis C virus genotypes,"Bull,R.A., Eltahla,A.A., Rodrigo,C., Koekkoek,S.M., Walker,M., Pirozyan,M.R., Betz-Stablein,B., Toepfer,A., Laird,M., Oh,S., Heiner,C., Maher,L., Schinkel,J., Lloyd,A.R. and Luciani,F.",26988550,"BMC Genomics 17 (1), 247 (2016)",2026-02-15,,,1a; 1b; 2b; 3a; 4a; 4d; 4m; 5a; 6a,36,36,36,36,36,36
112,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Shenoy,N., Godfrey,P., Champion,M., Gnerre,S., Grabherr,M., Mauceli,E., Liu,Z., Xing,Y., Madey,M.A., Fleckenstein,J.F., Park,V.M., Riely,C.A., Marion,T.N., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (22-OCT-2008) Broad Institute of MIT and,2026-02-15,,,1a,1,1,1,1,1,1
113,Direct Submission,"Henn,M.R., Kuntzen,T., Young,S., Berlin,A., Ledlie,T., Koehrsen,M., Crawford,M., Engels,R., Spurling,H., Berical,A., McMahon,C., Bihl,F., Brander,C., Cerny,A., Walker,B.D., Lander,E., Galagan,J., Nusbaum,C., Allen,T.M. and Birren,B.",,Submitted (14-SEP-2007) Broad Institute of MIT and,2026-02-15,,,1a,1,1,1,1,1,1
114,Immune evasion versus recovery after acute hepatitis C virus infection from a shared source,"Tester,I., Smyk-Pearson,S., Wang,P., Wertheimer,A., Yao,E., Lewinsohn,D.M., Tavis,J.E. and Rosen,H.R.",15939788,"J. Exp. Med. 201 (11), 1725-1731 (2005)",2026-02-15,,,1a,2,2,2,2,2,2
115,Analysis of ribavirin mutagenicity in human hepatitis C virus infection,"Chevaliez,S., Brillet,R., Lazaro,E., Hezode,C. and Pawlotsky,J.M.",17494069,"J. Virol. 81 (14), 7732-7741 (2007)",2026-02-15,,,1a; 1b; 1d,243,607,0,0,0,0
116,Single-Genome Sequencing of Hepatitis C Virus in Donor-Recipient Pairs Distinguishes Modes and Models of Virus Transmission and Early Diversification,"Li,H., Stoddard,M.B., Wang,S., Giorgi,E.E., Blair,L.M., Learn,G.H., Hahn,B.H., Alter,H.J., Busch,M.P., Fierer,D.S., Ribeiro,R.M., Perelson,A.S., Bhattacharya,T. and Shaw,G.M.",26468546,"J. Virol. 90 (1), 152-166 (2015)",2026-02-15,,,1a; 1b; 3a,935,95,95,95,95,95
117,NS5A inhibitor resistance-associated polymorphisms in Brazilian treatment-naive patients infected with genotype 1 hepatitis C virus,"Peres-da-Silva,A., de Almeida,A.J. and Lampe,E.",25414201,"J. Antimicrob. Chemother. 70 (3), 726-730 (2015)",2026-02-15,,,1a; 1b,0,106,0,0,0,0
118,Analysis of mutations in the core and NS5A genes of hepatitis C virus in non-responder and relapser patients after treatment with Peg-IFN-alpha and ribavirin,"Kumthip,K., Chusri,P., Pantip,C., Thongsawat,S., O'Brien,A. and Maneekarn,N.",26925445,"Virusdisease 27 (1), 55-62 (2016)",2026-02-15,,,1a; 1b; 3a; 6f,0,19,0,0,0,0
119,Direct Submission,"Wang,S., Zahid,M.N. and Shaw,G.M.",,"Submitted (12-OCT-2021) Dept. Medicine, Perelman S",2026-02-15,,,1a; 3a,1008,431,431,431,431,431
120,Separation of near full-length hepatitis C virus quasispecies variants from a complex population,"Zhou,D., Fan,X., Tan,D., Xu,Y., Tavis,J.E. and Di Bisceglie,A.M.",17208310,"J. Virol. Methods 141 (2), 220-224 (2007)",2026-02-15,,,1a,7,7,7,7,7,7
121,Distribution of hepatitis c virus drug resistance mutations among patients with recurrence of the disease during therapy with direct antiviral drugs,"Ostankova,Y.V. and Reingardt,D.E.",,Vichinfektsiia Immunosuppr 15 (4) (2023) In press,2026-02-15,,,1a; 1b; 3a,10,12,31,31,31,31
122,Hepatitis C virus nonstructural 5A protein and interferon resistance: a new model for testing the reliability of mutational analyses,"Sarrazin,C., Herrmann,E., Bruch,K. and Zeuzem,S.",12368350,"J. Virol. 76 (21), 11079-11090 (2002)",2026-02-15,,,1b,0,45,0,0,0,0
123,Genomic variations associated with drug resistance in HCV genotype 6 infected patients failing DAA-based therapy,"Morel,M., Prot,M., Nouhin,J., Dousset,J.-P., Le Paih,M., Simon-Loriere,E. and Dussart,P.",,Unpublished,2026-02-15,,,1a; 6e; 6f; 6p; 6q; 6r; 6s; 6w,53,53,53,53,53,53
