RefID,Title,Author,MedlineID,Journal,DateEntered,InternalAnno,AnnoCode,CometSubtypes,IncludeNS3Pos36_175,IncludeNS5APos26_93,Includes S282,Includes S282 + 4 other RAS positions,Includes S282 + 5 other RAS positions,Includes S282 + all positions
2033,Hepatitis C virus amino acid sequence diversity correlates with the outcome of combined interferon/ribavirin therapy in Chinese patients with chronic hepatitis C,"Zeng,Y., Li,W., Li,J., Wang,J., Zhou,B., Zhang,J., Liu,S., Wu,Y., Hou,J. and Zhou,Y.",22426896,"Arch. Virol. 157 (6), 1113-1121 (2012)",2026-02-15,,,1b,61,0,0,0,0,0
2035,Natural variants of the NS4A protein of hepatitis C virus,"Bermudez-Aguirre,A.D., Padilla-Noriega,L. and Zenteno,E.",,Unpublished,2026-02-15,,,1b,2,0,0,0,0,0
2037,Differential escape of HCV from CD8+ T cell selection pressure between China and Germany depends on the presenting HLA class I molecule,"Xia,Y., Pan,W., Ke,X., Skibbe,K., Walker,A., Hoffmann,D., Lu,Y., Yang,X., Feng,X., Tong,Q., Timm,J. and Yang,D.",,Unpublished,2026-02-15,,,1b,14,0,0,0,0,0
2039,"Protease and helicase activities of hepatitis C virus genotype 4, 5, and 6 NS3-NS4A proteins","Massariol,M.J., Zhao,S., Marquis,M., Thibeault,D. and White,P.W.",19944069,Biochem. Biophys. Res. Commun. (2009) In press,2026-02-15,,,1b; 4a; 5a; 6a,4,0,0,0,0,0
2041,"Molecular cloning of the human hepatitis C virus genome from Japanese patients with non-A, non-B hepatitis","Kato,N., Hijikata,M., Ootsuyama,Y., Nakagawa,M., Ohkoshi,S., Sugimura,T. and Shimotohno,K.",2175903,"Proc. Natl. Acad. Sci. U.S.A. 87 (24), 9524-9528 (",2026-02-15,,,1b,1,0,0,0,0,0
2043,Constraints on Viral Evolution during Chronic Hepatitis C Virus Infection Arising from a Common-Source Exposure,"Bailey,J.R., Laskey,S., Wasilewski,L.N., Munshaw,S., Fanning,L.J., Kenny-Walsh,E. and Ray,S.C.",22973048,"J. Virol. 86 (23), 12582-12590 (2012)",2026-02-15,,,1b,180,0,0,0,0,0
2045,Chimeric GB virus B genomes containing major nonstructural protein 2 to 4A are infectious in common marmosets,"Li,T., Shuai,L., Zhang,L., Wang,W., Chen,Z., Bian,Y., Wang,Y., Liu,F., Zhang,J., Gao,G.F., Allain,J.-P. and Li,C.",,Unpublished,2026-02-15,,,1b,1,0,0,0,0,0
2047,Divergent and convergent evolution after a common-source outbreak of hepatitis C virus,"Ray,S.C., Fanning,L., Wang,X.H., Netski,D.M., Kenny-Walsh,E. and Thomas,D.L.",15939791,"J. Exp. Med. 201 (11), 1753-1759 (2005)",2026-02-15,,,1b,48,0,0,0,0,0
2049,Molecular and Bioinformatic observations on the NS3-4A protease of type 4a hepatitis C virus,"Ghoneim,A.M., El-Tahan,R.R. and Zaghloul,H.",,Unpublished,2026-02-15,,,4a,12,0,0,0,0,0
2051,Direct Submission,"Marwa,D.K., Xinwen,C., Wassim,N.M., Huang,C., Magdy,M. and Mohamed,A.-H.",,Submitted (06-JUL-2012) Molecular Hepatitis Virus ,2026-02-15,,,4a,11,0,0,0,0,0
2053,Direct Submission,"Pedersen,J., Fausther-Bovendo,H. and Moukandja,I.",,Submitted (11-OCT-2025) Department of Infectious D,2026-02-15,,,4a; 4t; 4v,3,0,0,0,0,0
2060,Roles of the AX(4)GKS and arginine-rich motifs of hepatitis C virus RNA helicase in ATP- and viral RNA-binding activity,"Chang,S.C., Cheng,J.C., Kou,Y.H., Kao,C.H., Chiu,C.H., Wu,H.Y. and Chang,M.F.",11000246,"J. Virol. 74 (20), 9732-9737 (2000)",2026-02-15,,,1b,1,0,0,0,0,0
2062,Distinct Escape Pathway by Hepatitis C Virus Genotype 1a from a Dominant CD8+ T Cell Response by Selection of Altered Epitope Processing,"Walker,A., Skibbe,K., Steinmann,E., Pfaender,S., Kuntzen,T., Megger,D.A., Groten,S., Sitek,B., Lauer,G.M., Kim,A.Y., Pietschmann,T., Allen,T.M. and Timm,J.",26446603,"J. Virol. 90 (1), 33-42 (2016)",2026-02-15,,,1a; 3a,106,0,0,0,0,0
2063,Direct Submission,"Dutta,S. and Sadhukhan,P.C.",,"Submitted (09-OCT-2022) Virology, National Institu",2026-02-15,,,3a,36,0,0,0,0,0
2064,Direct Submission,"Dutta,S. and Sadhukhan,P.C.",,"Submitted (07-AUG-2023) Virology, National Institu",2026-02-15,,,3a,10,0,0,0,0,0
2065,Development of robust in vitro serine protease assay based on recombinant Pakistani HCV NS3-4A protease,"Fatima,K., Tahir,M. and Qadri,I.",21756947,"Virus Res. 160 (1-2), 230-237 (2011)",2026-02-15,,,3a,4,0,0,0,0,0
2066,Limited effect on NS3-NS4A protein cleavage after alanine substitutions within the immunodominant HLA-A2-restricted epitope of the hepatitis C virus genotype 3a non-structural 3/4A protease,"Ahlen,G., Chen,A., Roe,B., Falkeborn,T., Frelin,L., Hall,W.W., Sallberg,M. and Soderholm,J.",22592266,"J. Gen. Virol. 93 (PT 8), 1680-1686 (2012)",2026-02-15,,,3a,2,0,0,0,0,0
2067,Direct Submission,"Fatima,K., Zafar,R. and Qadri,I.",,"Submitted (01-APR-2011) NCVI, NCVI, NUST, Islamaba",2026-02-15,,,3a,6,0,0,0,0,0
2068,Analysis of the evolutionary forces in an immunodominant CD8 epitope in hepatitis C virus at a population level,"Neumann-Haefelin,C., Frick,D.N., Wang,J.J., Pybus,O.G., Salloum,S., Narula,G.S., Eckart,A., Biezynski,A., Eiermann,T., Klenerman,P., Viazov,S., Roggendorf,M., Thimme,R., Reiser,M. and Timm,J.",18216107,"J. Virol. 82 (7), 3438-3451 (2008)",2026-02-15,,,1b; 3a,1,0,0,0,0,0
2069,Hepatitis C virus partial mRNA for NS3/4A protein,"Sarwar,M.T. and Hassan,S.",,Unpublished,2026-02-15,,,3a,1,0,0,0,0,0
2070,Cloning and sequence analysis of HCV NS3 protease,"Prasanth,V., Manoj,P. and Sugunan,V.S.",,Unpublished,2026-02-15,,,3b,1,0,0,0,0,0
2071,HIV-1 and Hepatitis C Virus Selection Bottleneck in Chinese People Who Inject Drugs,"Li,F., Ma,L., Feng,Y., Ruan,Y., Hu,J., Song,H., Liu,P., Ma,J., Rui,B., Kerpen,K., Scheinfeld,B., Srivastava,T., Metzger,D., Li,H., Bar,K.J. and Shao,Y.",,AIDS (2018) In press,2026-02-15,,,1b; 3a; 3b,347,0,0,0,0,0
2073,"partial sequence of NS3/4a region of Hepatitis C virus subtype 3a, which was isolated in Thailand","Chutoam,P.",,Unpublished,2026-02-15,,,3a; 6n,0,0,0,0,0,0
2075,Direct Submission,"Asad,S., Ijaz,B., Ahmad,W., Sarwar,M.T., Kausar,H., Khaliq,S., Gull,S., Husnain,T. and Hassan,S.",,Submitted (26-MAR-2013) Center of Excellence in Mo,2026-02-15,,,3a,1,0,0,0,0,0
2077,Studies on the anti-hepatitis C virus activity of newly synthesized tropolone derivatives: identification of NS3 helicase inhibitors that specifically inhibit subgenomic HCV replication,"Najda-Bernatowicz,A., Krawczyk,M., Stankiewicz-Drogon,A., Bretner,M. and Boguszewska-Chachulska,A.M.",,Unpublished,2026-02-15,,,1b; 3a,0,0,0,0,0,0
2078,Direct Submission,"Xu,J.J., Wang,H.T., Wang,T. and Qi,L.Q.",,Submitted (07-JUN-1999) Institute of Microbiology ,2026-02-15,,,1b,0,0,0,0,0,0
2080,HCV cDNA encoding NS3 helicase,"Xu,J.J.",,Unpublished,2026-02-15,,,1b,0,0,0,0,0,0
2082,Prevalence of equine hepacivirus infection in Mongolia,"Sugiyama,M., Date,T., Lkhagvasuren,D., Wakita,T., Oyunsuren,T. and Mizokami,M.",,Unpublished,2026-02-15,,,2b; 2j; 6w,0,0,0,0,0,0
2086,Conservation of hepatitis C virus nonstructural protein 3 amino acid sequence in viral isolates during liver transplantation,"Mello,I.M., Thumann,C., Schvoerer,E., Soulier,E., Pinho,J.R., Silvestre,D.A., Queiroz,A.T., Wolf,P., Baumert,T.F., Keller,F.S. and Pereira,C.A.",19486468,"J. Viral Hepat. 16 (10), 732-737 (2009)",2026-02-15,,,1b; 3a,34,0,0,0,0,0
2088,"Cloning and phylogenetic analysis of the core, E2, and NS3/NS4 regions of the hepatitis C virus type 5a","Stuyver,L., van Arnhem,W., Wyseur,A. and Maertens,G.",7520237,"Biochem. Biophys. Res. Commun. 202 (3), 1308-1314 ",2026-02-15,,,5a,0,0,0,0,0,0
2090,Antigenicities of Group I and II hepatitis C virus polypeptides--molecular basis of diagnosis,"Tsukiyama-Kohara,K., Yamaguchi,K., Maki,N., Ohta,Y., Miki,K., Mizokami,M., Ohba,K., Tanaka,S., Hattori,N., Nomoto,A. et al.",7678473,"Virology 192 (2), 430-437 (1993)",2026-02-15,,,1b; 2a; 2b,0,0,0,0,0,0
2092,Utility of detection of telaprevir-resistant variants for prediction of efficacy of treatment of hepatitis C virus genotype 1 infection,"Akuta,N., Suzuki,F., Fukushima,T., Kawamura,Y., Sezaki,H., Suzuki,Y., Hosaka,T., Kobayashi,M., Hara,T., Kobayashi,M., Saitoh,S., Arase,Y., Ikeda,K. and Kumada,H.",24197875,"J. Clin. Microbiol. 52 (1), 193-200 (2014)",2026-02-15,,,1b,119,0,0,0,0,0
2094,Baseline Clonal Analysis of Protease Inhibitor Resistance Sites in Paired Liver and Serum Samples from Patients with Chronic Hepatitis C Infection,"Lassmann,B., Vollbrecht,T., Saab,S., Raman,S., Lu,D. and Lewis,M.J.",,Unpublished,2026-02-15,,,1a,218,0,0,0,0,0
2098,Natural Polymorphisms Conferring Resistance to NS3 Protease Inhibitors in Treatment-Naive HIV/HCV Co-infected Patients in China,"Zhou,K., Liang,Z., Wang,C., Lan,Y., Hu,F., Tang,X., Ning,C., Tucker,J.D. and Cai,W.",,Unpublished,2026-02-15,,,1a; 1b; 2a; 3a; 3b; 6a; 6n; 6v; 6xa,773,0,0,0,0,0
2099,"Temporal dynamics of a predominant protease inhibitor-resistance mutation in a treatment-naive, hepatitis C virus-infected individual","Kim,A.Y., Timm,J., Nolan,B.E., Reyor,L.L., Kane,K., Berical,A.C., Zachary,K.C., Lauer,G.M., Kuntzen,T. and Allen,T.M.",19199553,"J. Infect. Dis. 199 (5), 737-741 (2009)",2026-02-15,,,1a,56,0,0,0,0,0
2100,Mutations in immunodominant T cell epitopes derived from the nonstructural 3 protein of hepatitis C virus have the potential for generating escape variants that may have important consequences for T cell recognition,"Wang,H. and Eckels,D.D.",10201944,"J. Immunol. 162 (7), 4177-4183 (1999)",2026-02-15,,,1a,0,0,0,0,0,0
2101,Exploring resistance pathways for first-generation NS3/4A protease inhibitors boceprevir and telaprevir using Bayesian network learning,"Cuypers,L., Libin,P., Schrooten,Y., Theys,K., Di Maio,V.C., Cento,V., Lunar,M.M., Nevens,F., Poljak,M., Ceccherini-Silberstein,F., Nowe,A., Van Laethem,K. and Vandamme,A.M.",28499845,"Infect. Genet. Evol. 53, 15-23 (2017)",2026-02-15,,,1a; 1b,11,0,0,0,0,0
2102,Cloning & expression of NS3 helicase fragment of hepatitis C virus in pET102/D.TOPO expression vector,"Sadri,M., Sharifi,Z. and Farajollahi,M.M.",,Unpublished,2026-02-15,,,1a,0,0,0,0,0,0
2104,Direct Submission,"Ostankova,Y.V., Reingardt,D.E. and Balde,T.A.",,Submitted (08-DEC-2023) Immunology and viroligy of,2026-02-15,,,2c; 2j; 2k; 2q,11,0,0,0,0,0
2105,Enzymatic characterization of purified NS3 serine proteinase of hepatitis C virus expressed in Escherichia coli,"Mori,A., Yamada,K., Kimura,J., Koide,T., Yuasa,S., Yamada,E. and Miyamura,T.",8549798,"FEBS Lett 378 (1), 37-42 (1996)",2026-02-15,,,1b,32,0,0,0,0,0
2106,Two French genotypes of hepatitis C virus: homology of the predominant genotype with the prototype American strain,"Li,J.S., Tong,S.P., Vitvitski,L., Lepot,D. and Trepo,C.",1718820,"Gene 105 (2), 167-172 (1991)",2026-02-15,,,1a; 1b,0,0,0,0,0,0
2107,Molecular cloning and heterogeneity of the human hepatitis C virus (HCV) genome,"Hayashi,N., Higashi,H., Kaminaka,K., Sugimoto,H., Esumi,M., Komatsu,K., Hayashi,K., Sugitani,M., Suzuki,K., Okano,T., Nozaki,C., Mizuno,K. and Shikata,T.",8389788,"J. Hepatol. 17 (SUPPL 3), S94-S107 (1993)",2026-02-15,,,1b,1,0,0,0,0,0
2108,Partial nucleotide sequence analysis of a French hepatitis C virus: implications for HCV genetic variability in the E2/NS1 protein,"Kremsdorf,D., Porchon,C., Kim,J.P., Reyes,G.R. and Brechot,C.",1655961,"J. Gen. Virol. 72 (PT 10), 2557-2561 (1991)",2026-02-15,,,1a,0,0,0,0,0,0
2109,Mutations in hepatitis C virus NS3 protease domain associated with resistance to specific protease inhibitors in antiviral therapy naive patients,"Peres-da-Silva,A., de Almeida,A.J. and Lampe,E.",20405151,"Arch. Virol. 155 (5), 807-811 (2010)",2026-02-15,,,1a; 1b; 3a,114,0,0,0,0,0
2110,Direct Submission,"Cuypers,L., Thijssen,M., Shakibzadeh,A., Sarvari,J., Sabahi,F., Ravanshad,M. and Pourkarim,M.R.",,Submitted (15-APR-2019) Laboratory of Clinical and,2026-02-15,,,1a; 1b; 3a,29,0,0,0,0,0
2112,Genetic variation studies in NS3 gene of HCV-3A pakistani isolate,"Sabri,S., Khan,M.I., Rafique,S., Ali,A., Iqbal,K. and Iqbal,M.",,Unpublished,2026-02-15,,,3a,0,0,0,0,0,0
2113,Escape from HLA-B*08-restricted CD8 T cells by hepatitis C virus is associated with fitness costs,"Salloum,S., Oniangue-Ndza,C., Neumann-Haefelin,C., Hudson,L., Giugliano,S., aus dem Siepen,M., Nattermann,J., Spengler,U., Lauer,G.M., Wiese,M., Klenerman,P., Bright,H., Scherbaum,N., Thimme,R., Roggendorf,M., Viazov,S. and Timm,J.",18815309,"J. Virol. 82 (23), 11803-11812 (2008)",2026-02-15,,,1b,0,0,0,0,0,0
2114,The frequency of drug resistance substitutions in protease sequence of Hepatitis C virus from non-responder patients,"Nejabat,N., Hosseini,S.Y., Sarvari,J., Gorzin,A.-A., Rasoolian,M. and Fattahi,M.-R.",,Unpublished,2026-02-15,,,1a; 1b; 3a,14,0,0,0,0,0
2115,"Analysis of naturally occurring resistance mutations to HCV protease inhibitors, a preliminary study from south of Iran","Afrasiabi,M., Hosseini,S.Y., Yaghoubi,R., Fattahi,M.-R., Khodadad,M., Ardebili,M. and Amirzadeh,S.",,Unpublished,2026-02-15,,,1a; 1b,7,0,0,0,0,0
2116,"Diversity of 1,213 hepatitis C virus NS3 protease sequences from a clinical virology laboratory database in Marseille University Hospitals, Southeastern France","Hajji,H., Aherfi,S., Motte,A., Ravaux,I., Mokhtari,S., Ruiz,J.M., Poizot-Martin,I., Tourres,C., Tivoli,N., Gerolami,R., Tamalet,C. and Colson,P.",25959702,J. Med. Virol. (2015) In press,2026-02-15,,,1a; 1b; 1d; 1h; 1l; 2a; 2b; 2c; 2i; 2j; 2k; 3a; 3h; 4a; 4d; 4f; 4l; 4n; 4r; 5a; 6a; 6e,881,0,0,0,0,0
2117,Molecular cloning of cDNA of hepatitis C virus (HCV) genome from a healthy carrier in an aboriginal community in Taiwan with high prevalence of HCV infection,"Chou,W.H., Sheu,L., Cheng,S.F., Sheu,S.H., Lu,C.F., Saito,I., Miyamura,T., Lin,S.Y. and Wu,J.S.",1668238,"Jpn. J. Med. Sci. Biol. 44 (4), 147-157 (1991)",2026-02-15,,,1b,0,0,0,0,0,0
2118,Characterization of clinical predictors of naturally occurring ns3/ns4a protease polymorphism in genotype 1 Hepatitis C virus mono and HIV co-infected patients,"Lisboa Neto,G., Malta,F.M., Gomes-Gouvea,M.S., F Noble,C., Romano,C.M., Pinho,J.R., H da Silva,M., Gb Leite,A., Z Piccoli,L., Carrilho,F.J. and Mendes-Correa,M.C.",28700085,J. Med. Virol. (2017) In press,2026-02-15,,,1a; 1b,247,0,0,0,0,0
2119,Exploring resistance pathways for first-generation NS3/4A protease inhibitors boceprevir and telaprevir using Bayesian network learning,"Cuypers,L., Libin,P., Schrooten,Y., Theys,K., Di Maio,V.C., Cento,V., Lunar,M.M., Nevens,F., Poljak,M., Ceccherini-Silberstein,F., Nowe,A., Van Laethem,K. and Vandamme,A.M.",,Unpublished,2026-02-15,,,1a; 1b,84,0,0,0,0,0
2120,"A cDNA fragment of hepatitis C virus isolated from an implicated donor of post-transfusion non-A, non-B hepatitis in Japan","Kubo,Y., Takeuchi,K., Boonmar,S., Katayama,T., Choo,Q.L., Kuo,G., Weiner,A.J., Bradley,D.W., Houghton,M., Saito,I. et al.",2513560,"Nucleic Acids Res. 17 (24), 10367-10372 (1989)",2026-02-15,,,1b,0,0,0,0,0,0
2121,A sensitive serodiagnosis of hepatitis C virus (HCV) infection with two non-fused peptides: comparison of antibody responses detected with a newly developed assay and a commercial second-generation test,"Sato,A., Ida,N., Ishikawa,M., Tanahashi,K., Nakamura,H., Sho,Y., Arima,T. and Kunitomo,T.",7688847,"Microbiol. Immunol. 37 (4), 295-304 (1993)",2026-02-15,,,1b,0,0,0,0,0,0
2122,Hepatitis C virus subtyping and analysis of NS3 region for the detection of potential resistance mutations to protease inhibitors among a group of drug-naive infected individuals,"Padua,E. and Silva,T.",,Unpublished,2026-02-15,,,1a; 1b; 2k; 2q; 3a; 4a; 4d,28,0,0,0,0,0
2123,"Molecular cloning and sequence analysis of an isolate of hepatitis C virus from Southern California, U.S.A","Lee,C.M., Govindarajan,S. and Lai,M.M.",1364214,"J. Formos. Med. Assoc. 91 (2), 174-179 (1992)",2026-02-15,,,1a,0,0,0,0,0,0
2124,"Hepatitis C virus NS3 protease genotyping and drug concentration determination during triple therapy with telaprevir or boceprevir for chronic infection with genotype 1 viruses at university hospitals of Marseille, southeastern France","Aherfi,S., Solas,C., Motte,A., Moreau,J., Borentain,P., Mokhtari,M., Botta-Fridlund,D., Dhiver,C., Portal,I., Ruiz,J.-M., Ravaux,I., Bregigeon,S., Poizot-Martin,I., Stein,A., Lacarelle,B., Gerolami,R., Brouqui,P., Tamalet,C. and Colson,P.",,Unpublished,2026-02-15,,,1a,16,0,0,0,0,0
2125,Direct Submission,"Sistayanarain,A.",,Submitted (23-JUN-2021) Microbiology and Parasitol,2026-02-15,,,3a,0,0,0,0,0,0
2126,Determination of the nucleotide sequence of the Russian variant of the hepatitis C virus,"Vassilev,V.B., Viazov,S.O., Kotova,E.Y. and Nosikov,V.V.",,"Mol. Gen. Mikrobiol. Virusol. 1, 33-37 (1994)",2026-02-15,,,1a,0,0,0,0,0,0
2127,"Treatment of chronic hepatitis C with combination regimen including NS3 protease inhibitors in the real life in Marseille University hospitals, southeastern France","Aherfi,S., Solas,C., Motte,A., Dhiver,C., Ravaux,I., Portal,I., Botta-Fridlund,D., Lacarelle,B., Tamalet,C., Moreau,J., Borentain,P., Gerolami,R. and Colson,P.",,Unpublished,2026-02-15,,,1a; 1b,53,0,0,0,0,0
2129,Genetic and catalytic efficiency structure of an HCV protease quasispecies,"Franco,S., Parera,M., Aparicio,E., Clotet,B. and Martinez,M.A.",17393500,"Hepatology 45 (4), 899-910 (2007)",2026-02-15,,,1b,0,0,0,0,0,0
2130,Recurrence of HCV infection after 18 months of sustained virological response in an HIV-infected,"Colson,P., Tamalet,C., Baume,J. and Tourres,C.",,Unpublished,2026-02-15,,,1a,25,0,0,0,0,0
2131,Genetic screen for monitoring hepatitis C virus NS3 serine protease activity,"Martinez,M.A. and Clotet,B.",12709356,"Antimicrob. Agents Chemother. 47 (5), 1760-1765 (2",2026-02-15,,,1b,0,0,0,0,0,0
2132,Development of an intergenotypic hepatitis C virus (HCV) cell culture method to assess antiviral susceptibilities and resistance development of HCV NS3 protease genes from HCV genotypes 1 to 6,"Imhof,I. and Simmonds,P.",20164226,"J. Virol. 84 (9), 4597-4610 (2010)",2026-02-15,,,1a; 1b; 2a; 3a; 4a; 4d; 5a; 6a,30,0,0,0,0,0
2134,Phenotypic resistance analysis to BOC/TVR of samples from patients under anti-HCV therapy (P.E.P.S.I. cohort),"Sikorski,A.M., Rupp,D., Sierra,S., Beggel,B., Lengauer,T., Bartenschlager,R., Goeser,T., Qurishi,N., Scholten,S., Braun,P. and Kaiser,R.",,Unpublished,2026-02-15,,,1a; 1b,9,0,0,0,0,0
2135,"Treatment of chronic hepatitis C with combination regimen including NS3 protease inhibitors in the real life in Marseille University hospitals, southeastern France","Aherfi,S., Solas,C., Moreau,J., Motte,A., Borentain,P., Mokhtari,M., Ravaux,I., Portal,I., Bregigeon,S., Poizot-Martin,I., Botta Friedlund,D., Stein,A., Brouqui,P., Gerolami,R. and Colson,P.",,Unpublished,2026-02-15,,,1a; 1b,2,0,0,0,0,0
2136,Natural prevalence of HCV minority variants resistant to NS3/4A protease inhibitors in HIV-1 coinfected patients,"Franco,S., Bellido,R., Aparicio,E., Sola,R., Tural,C., Clotet,B., Paredes,R. and Martinez,M.A.",,Unpublished,2026-02-15,,,1b,0,0,0,0,0,0
2137,Geno2pheno[HCV] - A Web-based Interpretation System to Support Hepatitis C Treatment Decisions in the Era of Direct-Acting Antiviral Agents,"Kalaghatgi,P., Sikorski,A.M., Knops,E., Rupp,D., Sierra,S., Heger,E., Neumann-Fraune,M., Beggel,B., Walker,A., Timm,J., Walter,H., Obermeier,M., Kaiser,R., Bartenschlager,R. and Lengauer,T.",27196673,"PLoS ONE 11 (5), E0155869 (2016)",2026-02-15,,,1a; 1b,7,0,0,0,0,0
2138,Impact of antiretroviral therapy interruption on HCV viral load and HCV diversity in patients coinfected with HCV and HIV-1: a substudy of the TIBET trial,"Franco,S., Comerma,L., Garcia,E., Perez,N., Ruiz,L., Clotet,B., Martinez,M.A. and Tural,C.",,Unpublished,2026-02-15,,,1a; 1b; 3a; 4d,0,0,0,0,0,0
2139,Naturally occurring NS3-protease-inhibitor resistant mutant A156T in the liver of an untreated chronic hepatitis C patient,"Cubero,M., Esteban,J.I., Otero,T., Sauleda,S., Bes,M., Esteban,R., Guardia,J. and Quer,J.",18006035,"Virology 370 (2), 237-245 (2008)",2026-02-15,,,1a,32,0,0,0,0,0
2140,"Characterization, cloning and expression of NS3 protein gene of hepatitis C genotype 4a","Sabet,S.F., Al-Sherbiny,M.M., Ibrahim,E.H. and Hagan,P.",20120752,"J Egypt Soc Parasitol 39 (3), 865-880 (2009)",2026-02-15,,,4a,1,0,0,0,0,0
2141,Direct Submission,"Glazunova,O.O., Colson,P. and Aherfi,S.",,"Submitted (14-JAN-2014) Virology Laboratory, Timon",2026-02-15,,,1c; 4v,2,0,0,0,0,0
2142,Secondary structure of the amino-terminal region of HCV NS3 and virological response to pegylated interferon plus ribavirin therapy for chronic hepatitis C,"Sanjo,M., Saito,T., Ishii,R., Nishise,Y., Haga,H., Okumoto,K., Ito,J., Watanabe,H., Saito,K., Togashi,H., Fukuda,K., Imai,Y., El-Shamy,A., Deng,L., Shoji,I., Hotta,H. and Kawata,S.",20572079,"J Med Virol 82 (8), 1364-1370 (2010)",2026-02-15,,,1b,42,0,0,0,0,0
2143,"Characterization of German hepatitis C virus isolates: Comparison with different isolate, genetic variability of HCV within a country and even in a single patient and antigenicity of expressed core protein","Miller,H.M., Goeser,T., Pfaff,E. and Theilmann,L.",,Unpublished,2026-02-15,,,1b,0,0,0,0,0,0
2144,Direct Submission,"Khan,H.U.",,"Submitted (22-JAN-2020) Zoology, University of Pes",2026-02-15,,,1a,1,0,0,0,0,0
2147,Hepatitis C virus quasispecies and pseudotype analysis from acute infection to chronicity in HIV-1 co-infected individuals,"Ferns,R.B., Tarr,A.W., Hue,S., Urbanowicz,R.A., McClure,C.P., Gilson,R., Ball,J.K., Nastouli,E., Garson,J.A. and Pillay,D.",26971243,"Virology 492, 213-224 (2016)",2026-02-15,,,1a; 1b,5,0,0,0,0,0
2149,Direct Submission,"Faiz,S., Farooq,S., Irfan,M., Khan,I.A., Iqbal,H.A. and Choudhary,M.I.",,"Submitted (25-MAY-2022) Molecular Medicine, Intern",2026-02-15,,,3a,19,0,0,0,0,0
2150,Identification of HCV protease inhibitor resistance mutations by selection pressure-based method,"Qiu,P., Sanfiorenzo,V., Curry,S., Guo,Z., Liu,S., Skelton,A., Xia,E., Cullen,C., Ralston,R., Greene,J. and Tong,X.",19395595,"Nucleic Acids Res. 37 (10), E74 (2009)",2026-02-15,,,1a; 1b,415,0,0,0,0,0
2151,Direct Submission,"Faiz,S., Farooq,S., Choudhary,M.I., Irfan,M., Khan,I.A. and Iqbal,H.A.",,"Submitted (25-APR-2022) Molecular Medicine, Intern",2026-02-15,,,3a,1,0,0,0,0,0
